name	site	target	counts	exps	overall	all_exps	SGD
UBC_4019055:173uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_5483698:200uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_5hr heat shock (37C) + cantharidin:155.45uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_6-azauridine:81.6uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_6148992:148.28uM	UBC	RPP1	13	3	13	3	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_7950783:58.44uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_7990637:118.86uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_9113331:49.47uM	UBC	SEC31	13	2	13	2	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_alizarin:95.37uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_cantharidin:100uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_cantharidin:155uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_cantharidin:73.42uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_diclazuril:33.15uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_fluconazole:33.52uM	UBC	GLC7	13	4	13	4	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_k781-2675:26.7uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_methyl 7-deshydroxypyrogallin-4-carboxylate:54.59uM	UBC	GLC7	13	3	13	3	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_methyl 7-deshydroxypyrogallin-4-carboxylate:54.59uM	UBC	RPP1	13	3	13	3	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_mycophenolic:32.93uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_obliquin:87.91uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_purpurin:79.67uM	UBC	RPP1	13	2	13	2	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_ro 31-8220:72.8uM	UBC	GLC7	13	2	13	2	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_st002052:72.4uM	UBC	RPP1	13	1	13	1	<a href=https://www.yeastgenome.org/locus/RPP1>RPP1</a>
UBC_st003711:30.1uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_st003713:25.6uM	UBC	GLC7	13	1	13	1	<a href=https://www.yeastgenome.org/locus/GLC7>GLC7</a>
UBC_st037281:8.29uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_st037606:46.38uM	UBC	SEC31	13	2	13	2	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_st038448:24.54uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_st048439:82.2uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_st072947:40.9uM	UBC	SEC31	13	1	13	1	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_tacrolimus:29.8uM	UBC	SEC31	13	3	13	3	<a href=https://www.yeastgenome.org/locus/SEC31>SEC31</a>
UBC_0335-0849:62.67uM	UBC	YTH1	12	1	12	1	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_0358-0022:2.69uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_0438-0332:85.39uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_0957-0265:8.15uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_1123-0028:41uM	UBC	YTH1	12	1	12	1	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_1327-0027:10uM	UBC	YTH1	12	1	12	1	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_1327-0027:12.5uM	UBC	YTH1	12	1	12	1	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_1327-0034:3uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_1327-0034:4uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_5902844:64.44uM	UBC	YTH1	12	2	12	2	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_chloral hydrate:100uM	UBC	YTH1	12	3	12	3	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_k038-0035:28.38uM	UBC	YTH1	12	1	12	1	<a href=https://www.yeastgenome.org/locus/YTH1>YTH1</a>
UBC_0330-0133:46.1uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_0452-0056:10.2uM	UBC	ERG7	10	2	10	2	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_0978-8327:98.57uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_1273-0028:910nM	UBC	ERG7	10	2	10	2	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_1273-0060:1.56uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_4296-0685:37uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_4466-0538:29.23uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_9073351:62.6uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_harmaline:728.09nM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_harmine:94.2uM	UBC	ERG7	10	1	10	1	<a href=https://www.yeastgenome.org/locus/ERG7>ERG7</a>
UBC_0848-0141:92.7uM	UBC	RSC58	8	2	8	2	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_1218-2179:85.9uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_1315-0089:19.5uM	UBC	RSC58	8	1	8	1	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_1327-0068:8.36uM	UBC	RSC58	8	2	8	2	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_4092-1169:104uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_6124449:200uM	UBC	RSC58	8	1	8	1	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_6654152:15.4uM	UBC	RSC58	8	2	8	2	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_9070189:9.45uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_9094609:49.47uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_9128332:17.57uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_9135149:49.47uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_aclarubicin:5.55uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_amorolfine:100uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_dictamnine:15.46uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_fenpropimorph:62.5uM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_helenine:20.12uM	UBC	RSC58	8	1	8	1	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_miconazole:1.31nM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_oxiconazole:14.9nM	UBC	YDL196W	8	1	8	1	<a href=https://www.yeastgenome.org/locus/YDL196W>YDL196W</a>
UBC_sphondin:68.51uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_st012842:45.6uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_st034304:3.65uM	UBC	RSC58	8	1	8	1	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_st067105:30.6uM	UBC	RPO31	8	2	15	2	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_st074634:34.3uM	UBC	RPO31	8	1	15	1	<a href=https://www.yeastgenome.org/locus/RPO31>RPO31</a>
UBC_sulbentine:40.38uM	UBC	RSC58	8	2	8	2	<a href=https://www.yeastgenome.org/locus/RSC58>RSC58</a>
UBC_0781-2353:4.65uM	UBC	ERG11	7	1	48	1	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_0848-0141:92.7uM	UBC	ERG11	7	2	48	2	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_1327-0068:8.36uM	UBC	RET1	7	2	7	2	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_3551-0445:56.83uM	UBC	RET1	7	1	7	1	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_6148992:148.28uM	UBC	RET1	7	3	7	3	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_atorvastatin:78.68uM	UBC	ERG11	7	1	48	1	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_fluconazole:20uM	UBC	ERG11	7	1	48	1	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_k018-0002:107uM	UBC	ERG11	7	1	48	1	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_myclobutanil:7.74uM	UBC	ERG11	7	1	48	1	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_rapamycin:2nM	UBC	ERG11	7	3	48	3	<a href=https://www.yeastgenome.org/locus/ERG11>ERG11</a>
UBC_st009866:20.2uM	UBC	RET1	7	1	7	1	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_st067105:30.6uM	UBC	RET1	7	2	7	2	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_sulbentine:40.38uM	UBC	RET1	7	2	7	2	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_tyrphostin 8:294uM	UBC	RET1	7	1	7	1	<a href=https://www.yeastgenome.org/locus/RET1>RET1</a>
UBC_0170-0365:3.77uM	UBC	ERG29	6	4	6	4	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_0170-0365:3.77uM	UBC	PIK1	6	4	9	4	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_0384-0033:77.3uM	UBC	ERG29	6	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_0886-0010:32.4uM	UBC	PIK1	6	1	9	1	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_4110841:106uM	UBC	ERG29	6	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_5228213:48.84uM	UBC	ERG29	6	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_amiodarone:34.4uM	UBC	PIK1	6	2	9	2	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_k030-0015:37.8uM	UBC	ERG29	6	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_r071-0003:38.6uM	UBC	ERG29	6	1	6	1	<a href=https://www.yeastgenome.org/locus/ERG29>ERG29</a>
UBC_st016598:6.51uM	UBC	PIK1	6	1	9	1	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_st050068:52.4uM	UBC	PIK1	6	2	9	2	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_st050089:28.44uM	UBC	PIK1	6	2	9	2	<a href=https://www.yeastgenome.org/locus/PIK1>PIK1</a>
UBC_0100-0052:35.5uM	UBC	RBA50	5	2	5	2	<a href=https://www.yeastgenome.org/locus/RBA50>RBA50</a>
UBC_1487-0095:224uM	UBC	OLE1	5	1	6	1	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
UBC_1812-0510:76.9uM	UBC	RBA50	5	1	5	1	<a href=https://www.yeastgenome.org/locus/RBA50>RBA50</a>
UBC_4023728:41.89uM	UBC	RBA50	5	1	5	1	<a href=https://www.yeastgenome.org/locus/RBA50>RBA50</a>
UBC_4859-0462:2.54uM	UBC	POP4	5	2	5	2	<a href=https://www.yeastgenome.org/locus/POP4>POP4</a>
UBC_5236571:38.34uM	UBC	POP4	5	1	5	1	<a href=https://www.yeastgenome.org/locus/POP4>POP4</a>
UBC_5263056:171uM	UBC	OLE1	5	1	6	1	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
UBC_5649887:115uM	UBC	POP4	5	2	5	2	<a href=https://www.yeastgenome.org/locus/POP4>POP4</a>
UBC_7974240:10.71uM	UBC	RBA50	5	1	5	1	<a href=https://www.yeastgenome.org/locus/RBA50>RBA50</a>
UBC_9054257:71.43uM	UBC	OLE1	5	1	6	1	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
UBC_9117417:49.47uM	UBC	OLE1	5	1	6	1	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
UBC_aureobasidin a:60nM	UBC	DML1	5	3	5	3	<a href=https://www.yeastgenome.org/locus/DML1>DML1</a>
UBC_digitonin:820nM	UBC	DML1	5	1	5	1	<a href=https://www.yeastgenome.org/locus/DML1>DML1</a>
UBC_diphenylcyclopropenone:8.49uM	UBC	RBA50	5	1	5	1	<a href=https://www.yeastgenome.org/locus/RBA50>RBA50</a>
UBC_formosanin C:406nM	UBC	DML1	5	1	5	1	<a href=https://www.yeastgenome.org/locus/DML1>DML1</a>
UBC_k072-0275:30.3uM	UBC	OLE1	5	1	6	1	<a href=https://www.yeastgenome.org/locus/OLE1>OLE1</a>
UBC_methyl 7-deshydroxypyrogallin-4-carboxylate:54.59uM	UBC	POP4	5	3	5	3	<a href=https://www.yeastgenome.org/locus/POP4>POP4</a>
UBC_purpurin:79.67uM	UBC	POP4	5	2	5	2	<a href=https://www.yeastgenome.org/locus/POP4>POP4</a>
UBC_rapamycin:2nM	UBC	DML1	5	3	5	3	<a href=https://www.yeastgenome.org/locus/DML1>DML1</a>
UBC_st032323:6.32uM	UBC	DML1	5	1	5	1	<a href=https://www.yeastgenome.org/locus/DML1>DML1</a>
UBC_0279-0212:42.58uM	UBC	RER2	4	1	4	1	<a href=https://www.yeastgenome.org/locus/RER2>RER2</a>
UBC_0279-0214:38.43uM	UBC	RER2	4	1	4	1	<a href=https://www.yeastgenome.org/locus/RER2>RER2</a>
UBC_0358-0022:2.69uM	UBC	SPC105	4	2	4	2	<a href=https://www.yeastgenome.org/locus/SPC105>SPC105</a>
UBC_1275-0778:158uM	UBC	TOM40	4	1	9	1	<a href=https://www.yeastgenome.org/locus/TOM40>TOM40</a>
UBC_1327-0034:3uM	UBC	SPC105	4	2	4	2	<a href=https://www.yeastgenome.org/locus/SPC105>SPC105</a>
UBC_1327-0034:4uM	UBC	SPC105	4	2	4	2	<a href=https://www.yeastgenome.org/locus/SPC105>SPC105</a>
UBC_4859-0462:2.54uM	UBC	POP1	4	2	12	2	<a href=https://www.yeastgenome.org/locus/POP1>POP1</a>
UBC_5902844:64.44uM	UBC	SPC105	4	2	4	2	<a href=https://www.yeastgenome.org/locus/SPC105>SPC105</a>
UBC_amphotericin b:148nM	UBC	POP1	4	1	12	1	<a href=https://www.yeastgenome.org/locus/POP1>POP1</a>
UBC_baicalein:25.65uM	UBC	RER2	4	2	4	2	<a href=https://www.yeastgenome.org/locus/RER2>RER2</a>
UBC_curcumin:80uM	UBC	TOM40	4	1	9	1	<a href=https://www.yeastgenome.org/locus/TOM40>TOM40</a>
UBC_daunorubicin:18.5uM	UBC	SSL2	4	1	16	1	<a href=https://www.yeastgenome.org/locus/SSL2>SSL2</a>
UBC_daunorubicin:22.37uM	UBC	SSL2	4	1	16	1	<a href=https://www.yeastgenome.org/locus/SSL2>SSL2</a>
UBC_doxorubicin:7.67uM	UBC	SSL2	4	1	16	1	<a href=https://www.yeastgenome.org/locus/SSL2>SSL2</a>
UBC_doxorubicin:8.13uM	UBC	SSL2	4	1	16	1	<a href=https://www.yeastgenome.org/locus/SSL2>SSL2</a>
UBC_muurolladie-3-one:83.07uM	UBC	TOM40	4	1	9	1	<a href=https://www.yeastgenome.org/locus/TOM40>TOM40</a>
UBC_oltipraz:83.91uM	UBC	TOM40	4	1	9	1	<a href=https://www.yeastgenome.org/locus/TOM40>TOM40</a>
UBC_st038235:28.89uM	UBC	RER2	4	1	4	1	<a href=https://www.yeastgenome.org/locus/RER2>RER2</a>
UBC_st077133:39.94uM	UBC	POP1	4	1	12	1	<a href=https://www.yeastgenome.org/locus/POP1>POP1</a>
UBC_tnp00227:403.57nM	UBC	POP1	4	1	12	1	<a href=https://www.yeastgenome.org/locus/POP1>POP1</a>
UBC_0258-0098:57.37uM	UBC	HEM12	3	1	3	1	<a href=https://www.yeastgenome.org/locus/HEM12>HEM12</a>
UBC_0833-0042:114uM	UBC	ASA1	3	2	5	2	<a href=https://www.yeastgenome.org/locus/ASA1>ASA1</a>
UBC_0986-0283:58.35uM	UBC	CMD1	3	3	9	3	<a href=https://www.yeastgenome.org/locus/CMD1>CMD1</a>
UBC_1273-0061:2.69uM	UBC	DIM1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/DIM1>DIM1</a>
UBC_1327-0036:7.55uM	UBC	GPI14	3	1	3	1	<a href=https://www.yeastgenome.org/locus/GPI14>GPI14</a>
UBC_1436-0052:41.2uM	UBC	DIM1	3	4	3	4	<a href=https://www.yeastgenome.org/locus/DIM1>DIM1</a>
UBC_1436-0052:41.2uM	UBC	FOL3	3	4	3	4	<a href=https://www.yeastgenome.org/locus/FOL3>FOL3</a>
UBC_1436-0052:41.2uM	UBC	RIM2	3	4	10	4	<a href=https://www.yeastgenome.org/locus/RIM2>RIM2</a>
UBC_2',4'-dihydroxychalcone:14.64uM	UBC	ASA1	3	1	5	1	<a href=https://www.yeastgenome.org/locus/ASA1>ASA1</a>
UBC_2',4'-dihydroxychalcone:15.04uM	UBC	ASA1	3	1	5	1	<a href=https://www.yeastgenome.org/locus/ASA1>ASA1</a>
UBC_3807-4682:38.77uM	UBC	STU1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/STU1>STU1</a>
UBC_3970-0822:46.1uM	UBC	STU1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/STU1>STU1</a>
UBC_3970-0972:5.9uM	UBC	STU1	3	1	3	1	<a href=https://www.yeastgenome.org/locus/STU1>STU1</a>
UBC_4023502:57.66uM	UBC	RSC6	3	1	3	1	<a href=https://www.yeastgenome.org/locus/RSC6>RSC6</a>
UBC_4023503:131uM	UBC	RSC6	3	1	3	1	<a href=https://www.yeastgenome.org/locus/RSC6>RSC6</a>
UBC_4130-1276:6.7uM	UBC	SEC14	3	1	4	1	<a href=https://www.yeastgenome.org/locus/SEC14>SEC14</a>
UBC_4161-2749:112.38uM	UBC	CEP3	3	1	3	1	<a href=https://www.yeastgenome.org/locus/CEP3>CEP3</a>
UBC_5100729:123uM	UBC	GPI14	3	2	3	2	<a href=https://www.yeastgenome.org/locus/GPI14>GPI14</a>
UBC_5578692:56.47uM	UBC	FOL3	3	1	3	1	<a href=https://www.yeastgenome.org/locus/FOL3>FOL3</a>
UBC_5812728:15.03uM	UBC	DIM1	3	4	3	4	<a href=https://www.yeastgenome.org/locus/DIM1>DIM1</a>
UBC_5812728:15.03uM	UBC	FOL3	3	4	3	4	<a href=https://www.yeastgenome.org/locus/FOL3>FOL3</a>
UBC_5812728:15.03uM	UBC	RIM2	3	4	10	4	<a href=https://www.yeastgenome.org/locus/RIM2>RIM2</a>
UBC_9097855:49.47uM	UBC	SEC14	3	1	4	1	<a href=https://www.yeastgenome.org/locus/SEC14>SEC14</a>
UBC_9131112:49.47uM	UBC	SEC14	3	1	4	1	<a href=https://www.yeastgenome.org/locus/SEC14>SEC14</a>
UBC_dec-rvkr-cmk:16.7uM	UBC	CMD1	3	1	9	1	<a href=https://www.yeastgenome.org/locus/CMD1>CMD1</a>
UBC_dihydrotanshinone i:20.83uM	UBC	HEM12	3	1	3	1	<a href=https://www.yeastgenome.org/locus/HEM12>HEM12</a>
UBC_hydroxyurea:18.1mM	UBC	HEM12	3	1	3	1	<a href=https://www.yeastgenome.org/locus/HEM12>HEM12</a>
UBC_lansoprazole:556uM	UBC	RIM2	3	1	10	1	<a href=https://www.yeastgenome.org/locus/RIM2>RIM2</a>
UBC_mitoxanthrone:164.41uM	UBC	CEP3	3	1	3	1	<a href=https://www.yeastgenome.org/locus/CEP3>CEP3</a>
UBC_promethazine:12.5mM	UBC	CEP3	3	1	3	1	<a href=https://www.yeastgenome.org/locus/CEP3>CEP3</a>
UBC_pyrazolanthrone:13.4uM	UBC	GPI14	3	1	3	1	<a href=https://www.yeastgenome.org/locus/GPI14>GPI14</a>
UBC_ro 31-8220:72.8uM	UBC	CMD1	3	2	9	2	<a href=https://www.yeastgenome.org/locus/CMD1>CMD1</a>
UBC_zm226600:134uM	UBC	RSC6	3	1	3	1	<a href=https://www.yeastgenome.org/locus/RSC6>RSC6</a>
UBC_0170-0365:3.77uM	UBC	CDC39	2	4	2	4	<a href=https://www.yeastgenome.org/locus/CDC39>CDC39</a>
UBC_0337-0584:35.4uM	UBC	ERO1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/ERO1>ERO1</a>
UBC_0452-0056:10.2uM	UBC	ADE13	2	2	2	2	<a href=https://www.yeastgenome.org/locus/ADE13>ADE13</a>
UBC_0986-0246:15.4uM	UBC	HEM1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/HEM1>HEM1</a>
UBC_0986-0283:58.35uM	UBC	TOA2	2	3	2	3	<a href=https://www.yeastgenome.org/locus/TOA2>TOA2</a>
UBC_0kpi-0099:17uM	UBC	ERG13	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ERG13>ERG13</a>
UBC_1,3-diallylurea:8.29mM	UBC	FAS1	2	1	15	1	<a href=https://www.yeastgenome.org/locus/FAS1>FAS1</a>
UBC_1123-0200:71.5uM	UBC	PGA2	2	2	3	2	<a href=https://www.yeastgenome.org/locus/PGA2>PGA2</a>
UBC_1273-0028:910nM	UBC	ADE13	2	2	2	2	<a href=https://www.yeastgenome.org/locus/ADE13>ADE13</a>
UBC_4022-0066:22.7uM	UBC	SEC7	2	1	2	1	<a href=https://www.yeastgenome.org/locus/SEC7>SEC7</a>
UBC_4491-0986:66.8uM	UBC	HEM1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/HEM1>HEM1</a>
UBC_6630449:61.27uM	UBC	SEC7	2	1	2	1	<a href=https://www.yeastgenome.org/locus/SEC7>SEC7</a>
UBC_7933382:153.85uM	UBC	CDC31	2	1	2	1	<a href=https://www.yeastgenome.org/locus/CDC31>CDC31</a>
UBC_9031399:185.94uM	UBC	RPC53	2	1	2	1	<a href=https://www.yeastgenome.org/locus/RPC53>RPC53</a>
UBC_9119690:36.22uM	UBC	RAM2	2	1	3	1	<a href=https://www.yeastgenome.org/locus/RAM2>RAM2</a>
UBC_9121982:43.13uM	UBC	CDC60	2	1	4	1	<a href=https://www.yeastgenome.org/locus/CDC60>CDC60</a>
UBC_9124077:49.47uM	UBC	CDC43	2	1	3	1	<a href=https://www.yeastgenome.org/locus/CDC43>CDC43</a>
UBC_9124943:49.47uM	UBC	CDC60	2	1	4	1	<a href=https://www.yeastgenome.org/locus/CDC60>CDC60</a>
UBC_9125678:46.09uM	UBC	CDC43	2	3	3	3	<a href=https://www.yeastgenome.org/locus/CDC43>CDC43</a>
UBC_9125678:46.09uM	UBC	RAM2	2	3	3	3	<a href=https://www.yeastgenome.org/locus/RAM2>RAM2</a>
UBC_9125678:46.09uM	UBC	TOA2	2	3	2	3	<a href=https://www.yeastgenome.org/locus/TOA2>TOA2</a>
UBC_9138564:53.92uM	UBC	MET4	2	1	2	1	<a href=https://www.yeastgenome.org/locus/MET4>MET4</a>
UBC_9141233:27.56uM	UBC	MET4	2	1	2	1	<a href=https://www.yeastgenome.org/locus/MET4>MET4</a>
UBC_9188721:44.72uM	UBC	GFA1	2	2	5	2	<a href=https://www.yeastgenome.org/locus/GFA1>GFA1</a>
UBC_9188721:44.72uM	UBC	LSM2	2	2	2	2	<a href=https://www.yeastgenome.org/locus/LSM2>LSM2</a>
UBC_aureobasidin a:50nM	UBC	KEI1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/KEI1>KEI1</a>
UBC_aureobasidin a:60nM	UBC	KEI1	2	3	2	3	<a href=https://www.yeastgenome.org/locus/KEI1>KEI1</a>
UBC_cerulenin|B:830nM	UBC	FAS1	2	1	15	1	<a href=https://www.yeastgenome.org/locus/FAS1>FAS1</a>
UBC_erodoxin:22.81uM	UBC	ERO1	2	1	2	1	<a href=https://www.yeastgenome.org/locus/ERO1>ERO1</a>
UBC_fluconazole:33.52uM	UBC	CDC39	2	4	2	4	<a href=https://www.yeastgenome.org/locus/CDC39>CDC39</a>
UBC_k035-0031:35.7uM	UBC	ERG12	2	1	3	1	<a href=https://www.yeastgenome.org/locus/ERG12>ERG12</a>
UBC_k048-0125:159uM	UBC	FRS1	2	2	3	2	<a href=https://www.yeastgenome.org/locus/FRS1>FRS1</a>
UBC_k213-0056:144uM	UBC	ERG12	2	1	3	1	<a href=https://www.yeastgenome.org/locus/ERG12>ERG12</a>
UBC_k915-0449:187uM	UBC	PGA2	2	1	3	1	<a href=https://www.yeastgenome.org/locus/PGA2>PGA2</a>
UBC_r015-0009:80.6uM	UBC	FRS1	2	1	3	1	<a href=https://www.yeastgenome.org/locus/FRS1>FRS1</a>
UBC_r052-1644:49.9uM	UBC	CDC31	2	1	2	1	<a href=https://www.yeastgenome.org/locus/CDC31>CDC31</a>
UBC_rapamycin:2nM	UBC	KOG1	2	3	15	3	<a href=https://www.yeastgenome.org/locus/KOG1>KOG1</a>
UBC_rapamycin:4nM	UBC	KOG1	2	2	15	2	<a href=https://www.yeastgenome.org/locus/KOG1>KOG1</a>
UBC_st044819:83.04uM	UBC	ERG13	2	1	4	1	<a href=https://www.yeastgenome.org/locus/ERG13>ERG13</a>
